#{"t_start": 1672758446.629091, "env_id": null}
r,l,t
0.72000015,146,627.199177
0.88,128,627.35851
-0.4799997,200,627.608819
-0.39999977,200,627.857204
-0.6249996,200,628.121007
-0.48999968,200,628.371078
0.7950001,108,628.627762
1.0,7,628.636974
0.985,5,628.643856
-0.5249997,200,628.892822
0.93,21,628.91894
-0.4799997,200,629.169091
0.7800001,143,629.351392
0.61000025,135,630.532466
-0.30999985,200,630.780439
-0.5949996,200,631.149385
0.5850003,155,631.34313
-0.18499996,200,631.759458
-0.8149994,200,632.007799
-0.44999972,200,632.259236
-0.31499985,200,632.630955
-0.34999982,200,632.878146
0.98,9,632.889976
-0.78499943,200,633.14238
0.875,33,633.187416
-0.10500001,200,633.514333
-0.76499945,200,634.852534
-0.6099996,200,635.228745
0.995,15,635.247994
0.95,31,635.287752
-0.6249996,200,635.556213
-0.5899996,200,635.820641
-0.6849995,200,636.086407
-0.7249995,200,636.353142
-0.31999984,200,636.731358
0.935,81,636.839672
-0.39999977,200,637.095168
-0.54999965,200,637.351694
-0.87999934,200,638.749681
0.945,19,638.774526
-0.33999982,200,639.027054
0.985,46,639.206356
-0.34499982,200,639.461011
-0.6999995,200,639.7102
-0.38499978,200,639.959455
1.0,12,639.974965
-0.23499991,200,640.231341
-0.29499987,200,640.605237
-0.54499966,200,640.856865
-0.2599999,200,641.107811
-0.20999993,200,641.355358
0.7450001,80,641.456973
-0.5249997,200,642.716673
-0.4799997,200,643.085424
-0.65499955,200,643.333827
-0.34999982,200,643.586327
-0.32499984,200,643.834233
0.995,23,643.86331
-0.77499944,200,644.117969
-0.8199994,200,644.507
-0.42499974,200,644.760291
1.0,1,644.762272
-0.21499993,200,645.013326
-0.5949996,200,645.261411
-0.6049996,200,646.532779
0.84000003,78,646.630391
-0.33499983,200,646.999616
-0.39499977,200,647.248369
-0.6199996,200,647.500447
0.995,5,647.50744
-0.49499968,200,647.756259
-0.30499986,200,648.009636
-0.23499991,200,648.381308
-0.8399994,200,648.637458
-0.38999978,200,648.885295
-0.44999972,200,649.136595
-0.2399999,200,650.417384
0.99,6,650.427331
-0.17999996,200,650.797322
-0.15499999,200,651.046657
-0.66999954,200,651.296975
-0.76999944,200,651.549037
-0.49999967,200,651.802685
-0.5199997,200,652.174525
-0.42999974,200,652.422697
1.0,1,652.424842
0.85,61,652.503057
0.99,11,652.517851
-0.39499977,200,652.765119
-0.15999998,200,654.051355
1.0,17,654.072953
-0.6099996,200,654.327032
-0.87499934,200,654.69616
-0.56499964,200,654.94558
-0.5049997,200,655.194628
1.0,3,655.198921
-0.19499995,200,655.447767
-0.65999955,200,655.698438
0.96500003,88,655.826564
-0.4799997,200,656.271861
1.0,2,656.275213
-0.135,200,656.540786
-0.43499973,200,656.792178
-0.66499954,200,658.152228
-0.32999983,200,658.400898
0.865,89,658.636515
-0.49499968,200,658.888207
-0.27999988,200,659.138011
0.995,12,659.153426
-0.85999936,200,659.418311
-0.7299995,200,659.70386
0.995,2,659.707337
-0.085,200,660.09571
0.995,4,660.101634
-0.22499992,200,660.39047
-0.55999964,200,660.665729
-0.4749997,200,660.915342
-0.3599998,200,662.171143
0.975,20,662.196845
0.975,19,662.221235
-0.56499964,200,662.592521
-0.6099996,200,662.841217
-0.39499977,200,663.090695
-0.5949996,200,663.344617
-0.78499943,200,663.593777
0.92,24,663.62416
-0.3749998,200,663.996648
-0.42999974,200,664.253272
-0.41499975,200,664.509821
-0.53999966,200,664.760165
1.0,1,664.762064
0.93,37,664.808569
-0.23499991,200,666.076772
1.0,4,666.082508
0.995,20,666.107875
0.87,51,666.171364
1.0,15,666.190705
-0.31999984,200,666.558744
-0.65999955,200,666.807633
-0.27999988,200,667.057628
0.905,38,667.105517
-0.6049996,200,667.355401
-0.4749997,200,667.607438
1.0,3,667.611889
-0.38999978,200,667.980736
-0.57499963,200,668.231318
0.935,27,668.265347
-0.2699999,200,668.518699
-0.7999994,200,669.807144
-0.49999967,200,670.068642
0.98,11,670.08305
-0.5999996,200,670.454106
0.945,24,670.484546
0.71500015,173,670.70041
-0.42499974,200,670.949909
-0.56499964,200,671.199027
-0.56499964,200,671.451619
-0.16999997,200,671.824905
-0.33999982,200,672.074917
-0.20499994,200,672.325496
0.995,15,672.344855
-0.5899996,200,673.60822
-0.2699999,200,673.858059
0.96500003,17,673.879786
-0.29499987,200,674.262063
0.855,97,674.384555
-0.86499935,200,674.643639
-0.17999996,200,674.892627
-0.67999953,200,675.143903
-0.67999953,200,675.517915
1.0,2,675.521057
-0.5249997,200,675.799049
-0.6999995,200,676.071216
0.985,8,676.087331
-0.135,200,676.356504
-0.6849995,200,677.613603
0.925,41,677.665072
1.0,1,677.666949
-0.3649998,200,678.03807
0.83500004,58,678.111097
0.995,7,678.122309
0.99,5,678.129131
-0.5149997,200,678.378072
-0.5999996,200,678.63399
-0.48999968,200,678.886015
-0.3799998,200,679.187757
-0.34999982,200,679.575808
-0.65999955,200,679.823992
-0.9149993,200,680.080645
0.9,45,680.140386
0.855,74,680.237412
-0.3749998,200,681.574059
-0.30999985,200,681.941507
-0.45499972,200,682.206307
1.0,3,682.211224
-0.6849995,200,682.466981
0.99,6,682.475371
-0.56499964,200,682.723354
0.6500002,150,682.91008
-0.28999987,200,683.160504
0.7900001,112,683.42136
-0.4799997,200,683.67431
0.96,42,683.727012
1.0,11,683.741337
-0.2749999,200,683.991254
0.945,38,684.039898
-0.33499983,200,685.303192
-0.43999973,200,685.558019
0.89,57,685.632537
-0.39499977,200,686.005223
0.945,49,686.06634
-0.20999993,200,686.314167
-0.16999997,200,686.618594
-0.23499991,200,686.899304
-0.5799996,200,687.158236
-0.65499955,200,687.533173
-0.17499997,200,687.786374
1.0,2,687.789499
-0.2599999,200,688.048907
-0.3699998,200,689.311389
-0.34499982,200,689.563977
-0.40499976,200,689.934261
0.6650002,104,690.071616
-0.5049997,200,690.321024
0.865,88,690.432802
-0.44499972,200,690.681615
-0.54499966,200,690.93235
-0.6849995,200,691.413916
0.6850002,137,691.628626
0.5400003,184,691.916193
-0.75499946,200,692.185255
0.90999997,51,693.357114
-0.7149995,200,693.627008
0.89,106,693.763762
-0.5799996,200,694.206365
-0.2499999,200,694.470865
-0.34999982,200,694.795413
-0.6249996,200,695.060451
0.905,65,695.142378
-0.31499985,200,695.583897
-0.57499963,200,695.853695
-0.31999984,200,696.168332
-0.2749999,200,696.443701
-0.27999988,200,697.712098
-0.64499956,200,698.076665
0.96,15,698.09841
0.99,14,698.118267
-0.5799996,200,698.366155
-0.7199995,200,698.619323
-0.5949996,200,698.868253
-0.6149996,200,699.120472
0.72500014,195,699.484537
-0.39499977,200,699.742549
0.96500003,12,699.758163
0.905,53,699.824494
-0.30499986,200,700.075905
-0.7399995,200,700.325543
-0.55999964,200,701.587777
-0.2749999,200,701.964676
-0.63999957,200,702.214223
-0.32499984,200,702.464961
-0.6899995,200,702.714519
0.945,37,702.761198
-0.45499972,200,703.009966
-0.3749998,200,703.376638
-0.5199997,200,703.626168
1.0,1,703.628051
-0.21499993,200,703.875916
-0.21999992,200,704.128156
-0.3649998,200,705.392719
-0.76499945,200,705.7641
-0.4849997,200,706.019699
-0.75999945,200,706.267503
0.955,12,706.282649
0.97,27,706.317407
-0.56499964,200,706.570652
0.83000004,115,706.713027
-0.48999968,200,706.964713
0.935,53,707.148058
0.5600003,180,707.374181
-0.34999982,200,707.624694
-0.4599997,200,707.873088
0.995,7,707.882488
0.92,59,707.956992
1.0,2,707.960244
-0.5099997,200,709.226829
-0.135,200,709.596649
-0.41499975,200,709.846677
-0.4749997,200,710.122986
0.98,9,710.134836
-0.19999994,200,710.383508
-0.5149997,200,710.633671
-0.19999994,200,710.998899
-0.56499964,200,711.251655
0.82500005,79,711.351502
0.7750001,73,711.466181
-0.5799996,200,711.773135
0.99,11,711.788273
-0.2449999,200,713.085423
0.995,7,713.0948
0.86,80,713.19516
-0.65499955,200,713.563419
-0.49499968,200,713.81303
1.0,3,713.81747
-0.6949995,200,714.124157
0.5550003,170,714.373665
-0.29499987,200,714.650661
-0.63999957,200,714.900576
0.73500013,75,715.115103
-0.5249997,200,715.37352
1.0,2,715.376907
-0.63999957,200,715.631105
-0.53999966,200,715.891542
-0.34999982,200,717.163757
-0.30499986,200,717.60449
0.52000034,120,717.759887
-0.3549998,200,718.023719
-0.22999991,200,718.27216
0.95,30,718.309626
0.96500003,20,718.335255
-0.2399999,200,718.592902
-0.2749999,200,718.849199
1.0,2,718.85266
-0.23499991,200,719.224569
-0.2399999,200,719.47998
-0.4849997,200,719.730518
-0.2449999,200,720.972821
-0.2549999,200,721.272494
0.98,14,721.294772
-0.2499999,200,721.702728
-0.19499995,200,721.989782
-0.77499944,200,722.290001
0.955,25,722.323217
1.0,2,722.326506
1.0,3,722.331021
0.97,18,722.35468
0.975,22,722.38391
-0.49999967,200,722.647471
0.97,20,722.672904
-0.5099997,200,723.044559
0.6550002,130,723.216619
0.89,93,723.333642
-0.65499955,200,723.586414
-0.38999978,200,723.866914
-0.40499976,200,725.14045
0.975,14,725.15832
0.93,26,725.191254
-0.5999996,200,725.561465
-0.5799996,200,725.848298
-0.76999944,200,726.134852
-0.31499985,200,726.409143
-0.45499972,200,726.675264
-0.5149997,200,727.065192
1.0,2,727.068391
0.98,20,727.093813
-0.4649997,200,727.343993
-0.2449999,200,727.605808
0.88,56,727.678929
-0.4849997,200,728.985514
-0.56499964,200,729.261234
0.93,43,729.319012
-0.34499982,200,729.701987
-0.5299997,200,729.96191
-0.23499991,200,730.229211
0.995,4,730.235444
-0.6099996,200,730.49117
-0.40499976,200,730.747151
-0.5099997,200,731.120534
-0.43499973,200,731.396744
-0.3599998,200,731.765549
-0.3749998,200,733.098363
-0.17499997,200,733.360099
-0.34999982,200,733.745107
-0.4649997,200,734.010132
-0.29999986,200,734.281446
-0.7399995,200,734.54747
0.96,38,734.598266
-0.15999998,200,734.864728
0.72500014,199,735.255128
0.6350002,112,735.405282
-0.29499987,200,735.673385
-0.76499945,200,735.948722
-0.2449999,200,737.281267
0.99,14,737.299454
-0.18499996,200,737.677278
-0.28999987,200,737.93292
-0.48999968,200,738.192232
0.935,35,738.239707
-0.7349995,200,738.507727
-0.54999965,200,738.792981
-0.5999996,200,739.185325
-0.30499986,200,739.456882
0.85,121,739.619674
-0.23499991,200,739.886813
-0.45499972,200,741.209134
-0.49999967,200,741.464209
-0.7199995,200,741.853991
0.995,11,741.869872
-0.74499947,200,742.136599
1.0,2,742.139818
-0.3699998,200,742.391013
-0.77499944,200,742.653899
0.95,16,742.675237
0.92,50,742.740323
-0.4699997,200,743.010439
0.995,7,743.020746
0.94,26,743.179837
1.0,1,743.181955
-0.42499974,200,743.44994
0.98,15,743.470952
0.5650003,147,743.66133
-0.31499985,200,743.925917
-0.29999986,200,745.188791
-0.74499947,200,745.441286
-0.6099996,200,745.812396
-0.20499994,200,746.069087
-0.75499946,200,746.317951
-0.53499967,200,746.568409
-0.45499972,200,746.817806
-0.74999946,200,747.210349
1.0,1,747.212296
-0.55499965,200,747.463059
0.94,40,747.513114
-0.64499956,200,747.783816
-0.2549999,200,749.060651
-0.33999982,200,749.318195
0.865,53,749.384547
-0.54499966,200,749.752776
-0.33999982,200,750.012968
0.975,8,750.024128
0.905,33,750.065909
-0.5899996,200,750.315487
-0.76999944,200,750.565469
-0.31999984,200,750.939248
0.995,7,750.950409
-0.19999994,200,751.202341
-0.53999966,200,751.454486
-0.49499968,200,751.70608
0.845,61,752.807988
-0.42999974,200,753.059468
-0.64999956,200,753.43146
0.7750001,62,753.510516
-0.8349994,200,753.761438
-0.30499986,200,754.012248
-0.3799998,200,754.265164
0.885,105,754.395628
-0.8449994,200,754.763161
-0.7899994,200,755.019579
-0.12000002,200,755.26835
-0.5249997,200,755.518581
-0.22999991,200,756.825824
-0.40999976,200,757.096347
-0.66999954,200,757.471192
-0.7199995,200,757.723142
1.0,3,757.727642
-0.40499976,200,757.997014
-0.6949995,200,758.261234
-0.57499963,200,758.529836
-0.3699998,200,758.914807
-0.38499978,200,759.178196
-0.06999999,200,759.444348
-0.56499964,200,760.81586
-0.4849997,200,761.081938
0.995,3,761.086583
-0.4849997,200,761.471462
-0.8149994,200,761.740744
-0.40999976,200,762.027952
-0.6999995,200,762.284889
-0.40499976,200,762.540522
0.995,4,762.546062
-0.4649997,200,762.914262
-0.67499954,200,763.177285
-0.21499993,200,763.427314
-0.3749998,200,764.727151
-0.27999988,200,764.977155
-0.4599997,200,765.358434
-0.2549999,200,765.610237
-0.38499978,200,765.865125
-0.5099997,200,766.11637
-0.3799998,200,766.366286
-0.4599997,200,766.734945
-0.86999935,200,766.984861
-0.55499965,200,767.234746
-0.3799998,200,768.675356
-0.5099997,200,768.932451
-0.28499988,200,769.315385
-0.2649999,200,769.62079
-0.3599998,200,769.93538
1.0,10,769.953398
-0.9099993,200,770.243518
1.0,1,770.246773
0.905,108,770.421423
-0.8399994,200,770.752344
0.995,2,770.755904
-0.28999987,200,771.19145
-0.5899996,200,771.448698
0.62000024,151,771.639411
-0.30499986,200,772.915438
0.96500003,24,772.946206
-0.7399995,200,773.194551
-0.8149994,200,773.614253
-0.6949995,200,773.929795
0.985,15,773.950949
-0.43999973,200,774.219942
0.985,37,774.271375
-0.41499975,200,774.533611
-0.66499954,200,774.783628
-0.41999975,200,775.162909
-0.40999976,200,775.43079
-0.66999954,200,775.739411
-0.40499976,200,777.108442
0.915,52,777.179096
-0.43499973,200,777.476955
-0.5799996,200,777.866626
1.0,1,777.868615
-0.39999977,200,778.14261
-0.8299994,200,778.444335
-0.2399999,200,778.709966
-0.3549998,200,778.970754
-0.2449999,200,779.346692
-0.29499987,200,779.610938
-0.28499988,200,779.86278
-0.5149997,200,781.196422
-0.4699997,200,781.459124
0.99,6,781.467455
-0.28499988,200,781.894393
-0.49499968,200,782.163978
-0.77499944,200,782.419396
1.0,2,782.422613
-0.56499964,200,782.674583
-0.5099997,200,782.953367
0.88,46,783.013579
0.70500016,137,783.313838
-0.75999945,200,783.582037
-0.38499978,200,783.848042
0.985,4,783.853934
-0.53999966,200,785.520188
-0.8149994,200,785.882559
0.7500001,88,786.015251
-0.5249997,200,786.463463
-0.5199997,200,786.740255
-0.5949996,200,787.238044
0.96500003,21,787.276846
-0.5049997,200,787.648179
0.86,49,787.749139
-0.4749997,200,788.271432
0.875,129,788.714448
-0.5299997,200,789.114976
-0.33499983,200,789.472184
-0.8199994,200,790.985861
0.905,48,791.047237
-0.67499954,200,791.306267
-0.4849997,200,791.686511
0.83000004,90,791.804119
0.925,43,791.862861
-0.5899996,200,792.143523
0.865,59,792.218158
0.945,19,792.242241
-0.6249996,200,792.547918
-0.41999975,200,792.852195
-0.4649997,200,793.344303
-0.4749997,200,793.723012
-0.40499976,200,794.229841
0.82500005,109,794.434097
-0.75999945,200,796.652056
-0.145,200,796.94452
0.995,22,797.114562
-0.2549999,200,797.477142
-0.7199995,200,797.989406
-0.135,200,798.244286
1.0,2,798.247533
-0.18499996,200,798.513167
-0.41999975,200,798.772796
1.0,3,798.777432
-0.4649997,200,799.180525
-0.4599997,200,799.451479
0.915,38,799.501457
-0.85499936,200,799.755271
-0.7149995,200,801.440741
1.0,9,801.453712
-0.3649998,200,801.852666
-0.44999972,200,802.24837
-0.2499999,200,802.638154
-0.18999995,200,803.322096
-0.64499956,200,803.696617
-0.6849995,200,803.992003
-0.41499975,200,804.425418
-0.5299997,200,804.685796
-0.6049996,200,804.959591
-0.3599998,200,806.269532
0.985,15,806.290098
-0.8249994,200,806.551512
-0.45499972,200,806.93179
0.985,20,806.959208
-0.3799998,200,807.296644
0.9,53,807.382316
0.8000001,123,807.542397
0.895,33,807.584092
-0.33999982,200,807.836519
-0.5199997,200,808.122898
0.985,8,808.135643
-0.5299997,200,808.548977
-0.3699998,200,808.823049
0.975,18,808.853981
-0.38999978,200,809.188676
-0.7049995,200,810.618817
-0.53499967,200,810.877785
-0.40499976,200,811.250168
-0.4799997,200,811.524435
0.985,8,811.536458
-0.7049995,200,811.790381
-0.6049996,200,812.047678
-0.7149995,200,812.300967
-0.6849995,200,812.673775
-0.4599997,200,812.923485
-0.66999954,200,813.190429
-0.23499991,200,815.131376
-0.66499954,200,815.706818
0.6400002,182,816.35375
-0.5899996,200,816.630206
-0.75499946,200,816.882702
0.995,13,816.899804
-0.44499972,200,817.178083
0.895,91,817.293233
-0.27999988,200,817.55129
-0.2749999,200,817.921786
0.87,44,817.979242
-0.55499965,200,818.258629
-0.7899994,200,819.667153
-0.8349994,200,819.916067
0.94,60,819.99431
-0.27999988,200,820.383459
-0.78499943,200,820.661248
0.995,20,820.688159
-0.33499983,200,820.946569
0.9,37,821.004375
0.905,36,821.064249
0.935,53,821.14041
-0.22499992,200,821.413366
-0.42999974,200,821.682552
-0.31499985,200,822.092528
-0.3799998,200,822.341759
0.82000005,134,822.515631
0.61000025,107,823.937535
-0.22999991,200,824.335326
-0.2749999,200,824.80998
-0.2649999,200,825.094951
-0.4749997,200,825.396901
0.99,13,825.414452
-0.6149996,200,825.69904
-0.53999966,200,826.095936
-0.85999936,200,826.512934
-0.42999974,200,826.84164
-0.2649999,200,827.143411
-0.55999964,200,827.425138
-0.78499943,200,828.86908
-0.17999996,200,829.12126
0.8000001,162,829.450666
0.60500026,183,829.678835
-0.44499972,200,829.930263
-0.31999984,200,830.253896
-0.2599999,200,830.559682
0.985,13,830.578511
-0.6049996,200,831.175124
-0.4699997,200,831.488063
-0.2549999,200,832.138414
-0.3649998,200,833.651796
-0.33999982,200,833.929455
0.995,2,833.933269
-0.5949996,200,834.392538
-0.5799996,200,834.671103
-0.3599998,200,834.941704
-0.34499982,200,835.215084
-0.33999982,200,835.476101
0.995,3,835.480816
-0.8449994,200,835.854049
0.925,22,835.882027
-0.49999967,200,836.133859
0.9,40,836.18751
-0.40999976,200,836.436165
0.96,49,836.499978
-0.63999957,200,837.800745
-0.53499967,200,838.050958
-0.44999972,200,838.421038
-0.49499968,200,838.674636
-0.8949993,200,838.923719
0.99,17,838.945541
-0.67999953,200,839.19715
-0.6849995,200,839.451814
0.995,16,839.47262
-0.5149997,200,839.840485
0.985,10,839.854257
-0.28499988,200,840.18658
-0.65499955,200,840.437169
-0.5199997,200,841.851242
-0.23499991,200,842.10143
-0.22499992,200,842.472885
0.885,85,842.579025
-0.43999973,200,842.832083
0.6800002,137,843.006124
0.99,22,843.033817
0.6900002,132,843.201112
0.935,57,843.271659
-0.42999974,200,843.52374
-0.23499991,200,843.896977
-0.77499944,200,844.151328
-0.42999974,200,844.407249
-0.67999953,200,845.831389
-0.7999994,200,846.118112
0.98,6,846.127568
-0.7249995,200,846.554989
-0.17999996,200,846.851526
-0.86999935,200,847.122897
-0.2649999,200,847.375938
-0.27999988,200,847.626222
-0.56999964,200,847.997315
-0.39499977,200,848.249388
-0.27999988,200,848.499538
-0.5299997,200,849.78752
0.52500033,194,850.050238
-0.29999986,200,850.495677
-0.5299997,200,850.801743
-0.22999991,200,851.089769
-0.2699999,200,851.408079
-0.38499978,200,851.726177
-0.6949995,200,852.152777
-0.30499986,200,852.402894
-0.4799997,200,852.656345
-0.88999933,200,853.920254
-0.38499978,200,854.174512
0.925,68,854.262591
-0.85999936,200,854.637444
-0.43999973,200,854.889923
0.885,80,854.991912
-0.64999956,200,855.244519
-0.8099994,200,855.497909
-0.53999966,200,855.753656
-0.28499988,200,856.127765
-0.45499972,200,856.381617
-0.84999937,200,856.633714
-0.4599997,200,857.948156
-0.3599998,200,858.20255
-0.45499972,200,858.57988
-0.33999982,200,858.832495
-0.32999983,200,859.133623
0.45000035,196,859.460183
-0.6299996,200,859.786912
0.945,15,859.82271
0.955,50,859.905988
0.985,13,859.924771
-0.49499968,200,860.360369
0.86,46,860.490914
-0.40999976,200,860.762243
0.93,19,860.788631
0.70000017,113,860.941087
-0.40499976,200,862.217409
0.81000006,63,862.297952
-0.8249994,200,862.552231
-0.5999996,200,862.920593
-0.76499945,200,863.173159
0.99,6,863.181166
-0.7099995,200,863.447525
-0.6899995,200,863.757236
-0.5099997,200,864.077835
-0.44499972,200,864.781272
-0.2549999,200,865.313523
0.95,33,865.36201
-0.4849997,200,865.703057
0.945,26,866.95341
-0.4849997,200,867.265136
-0.48999968,200,867.734838
-0.30499986,200,868.072574
-0.28499988,200,868.335006
0.935,31,868.376908
1.0,2,868.380108
-0.8099994,200,868.647519
-0.8099994,200,868.900135
-0.18999995,200,869.283535
0.845,148,869.669575
-0.7099995,200,869.947222
-0.38999978,200,870.24982
-0.6999995,200,871.64984
-0.2549999,200,871.9193
-0.7899994,200,872.297042
-0.7899994,200,872.557648
-0.4849997,200,872.869181
-0.6199996,200,873.183365
0.71500015,135,873.382609
0.84000003,97,873.53497
-0.87499934,200,873.956315
-0.64499956,200,874.234933
0.995,9,874.279783
-0.41999975,200,874.642141
-0.30999985,200,876.720606
-0.6049996,200,876.982935
-0.85499936,200,877.388411
-0.49499968,200,877.653007
0.945,29,877.690552
1.0,1,877.692488
-0.30999985,200,877.951403
0.975,30,877.990394
0.6700002,152,878.185634
-0.4849997,200,878.440571
-0.75499946,200,878.853429
-0.43499973,200,879.332097
-0.4799997,200,879.611371
-0.4599997,200,883.238283
0.935,25,883.275164
1.0,1,883.277378
0.83500004,87,883.397277
0.95,49,883.487854
1.0,1,883.489989
-0.31499985,200,884.21293
-0.33999982,200,884.56607
-0.3749998,200,884.961311
-0.43999973,200,885.305864
-0.5799996,200,885.610141
1.0,5,885.618546
-0.31999984,200,886.077233
0.865,69,886.17023
-0.9049993,200,886.465702
0.875,80,886.569207
0.82500005,77,886.668752
-0.40999976,200,888.250061
-0.30499986,200,888.561377
-0.76499945,200,888.950561
-0.55499965,200,889.306931
0.98,10,889.326274
-0.22499992,200,889.598954
-0.2599999,200,889.867173
-0.65999955,200,890.167988
0.62500024,153,890.40899
-0.22499992,200,890.834783
0.98,11,890.849555
-0.31999984,200,891.125736
0.99,7,891.137312
-0.4799997,200,891.463666
-0.85499936,200,893.125635
-0.3599998,200,893.454726
0.99,23,893.487615
1.0,6,893.501084
-0.5299997,200,893.979313
-0.5799996,200,894.30098
-0.7149995,200,894.595639
-0.30999985,200,894.867069
-0.53999966,200,895.128329
-0.7199995,200,895.586353
-0.5249997,200,895.865698
0.97,17,895.888642
0.99,15,895.908962
-0.44499972,200,897.29564
-0.32999983,200,897.557586
-0.2599999,200,897.810958
-0.2499999,200,898.190829
1.0,1,898.19288
0.955,50,898.256675
-0.33499983,200,898.518839
1.0,1,898.520886
-0.44999972,200,898.82001
-0.6249996,200,899.142942
-0.49499968,200,899.626072
1.0,2,899.630248
-0.38999978,200,899.901043
0.855,51,899.970777
-0.56999964,200,900.248536
-0.57499963,200,901.585142
0.83500004,75,901.685377
-0.55499965,200,902.003457
0.92,50,902.072184
1.0,1,902.074132
-0.3649998,200,902.468377
-0.5999996,200,902.757874
0.98,31,902.798909
-0.6949995,200,903.073282
-0.7099995,200,903.390527
-0.28999987,200,903.657768
-0.5899996,200,904.102293
-0.40999976,200,904.388384
-0.40499976,200,904.661471
-0.2399999,200,906.180082
-0.85499936,200,906.453813
-0.43999973,200,906.881564
0.905,36,906.971567
1.0,6,906.980271
0.995,4,906.987701
-0.32499984,200,907.29019
-0.3549998,200,907.873656
0.915,31,907.92049
0.985,24,907.959619
-0.3699998,200,908.250553
0.99,14,908.276148
-0.56999964,200,908.753171
-0.28999987,200,909.021533
0.985,8,909.032559
1.0,6,909.041206
1.0,4,909.047273
-0.42499974,200,909.337715
-0.14999999,200,910.976242
-0.3799998,200,911.258012
-0.4699997,200,911.666027
-0.8149994,200,911.953777
-0.40999976,200,912.238316
-0.5949996,200,912.506641
0.975,46,912.568383
-0.41999975,200,912.822997
-0.29999986,200,913.229425
0.845,69,913.329021
-0.6849995,200,913.619803
-0.64499956,200,913.922224
0.88,33,913.972851
-0.5799996,200,915.585345
-0.43499973,200,915.871161
-0.41499975,200,916.347565
-0.78499943,200,916.669432
-0.7199995,200,917.004487
-0.43999973,200,917.312454
-0.31499985,200,917.625624
0.83000004,63,917.729663
0.9,36,917.784199
-0.5249997,200,918.227563
0.90999997,33,918.275671
-0.4599997,200,918.754251
0.995,7,918.766728
-0.6049996,200,920.589743
-0.54499966,200,920.919656
-0.3649998,200,921.412357
-0.3649998,200,921.696377
-0.3799998,200,921.970644
-0.56999964,200,922.246535
-0.31499985,200,922.533095
-0.6349996,200,922.809532
-0.6299996,200,923.218492
-0.74999946,200,923.626326
0.96500003,26,923.676985
1.0,3,923.68218
0.6550002,142,924.020003
-0.6849995,200,925.433315
-0.42999974,200,925.69591
-0.3549998,200,926.077806
1.0,1,926.079699
-0.6849995,200,926.341193
-0.43499973,200,926.600602
-0.43499973,200,926.859104
-0.56499964,200,927.11861
0.98,19,927.14342
-0.88999933,200,927.527242
0.905,34,927.57189
0.995,3,927.576363
-0.2749999,200,927.835584
0.995,6,927.844107
-0.21499993,200,928.125789
-0.2499999,200,929.450358
-0.43499973,200,929.719292
-0.7049995,200,930.114793
-0.5149997,200,930.385459
-0.2699999,200,930.642414
-0.41499975,200,930.898877
-0.34499982,200,931.157829
-0.38499978,200,931.537559
-0.7249995,200,931.792501
1.0,4,931.798353
1.0,5,931.805423
0.99,5,931.812419
-0.9299993,200,932.068031
-0.29499987,200,933.345803
0.995,11,933.36046
-0.53499967,200,933.646936
-0.21999992,200,934.096477
0.995,2,934.100028
0.97,12,934.116686
-0.8049994,200,934.384022
-0.34499982,200,934.694622
-0.5899996,200,934.96533
0.88,81,935.069889
-0.14999999,200,935.326395
-0.38999978,200,935.718416
-0.43999973,200,935.973808
-0.4749997,200,937.260899
-0.54499966,200,937.522837
0.96500003,20,937.549797
-0.43499973,200,937.800944
-0.7049995,200,938.171981
-0.49999967,200,938.422124
-0.6999995,200,938.674887
0.89,77,938.772389
0.98,49,938.834554
-0.85499936,200,939.087641
-0.5299997,200,939.464647
-0.55999964,200,939.71579
1.0,1,939.717689
-0.4749997,200,939.969815
-0.15499999,200,941.29291
1.0,3,941.299215
-0.56999964,200,941.565215
-0.5199997,200,941.945732
-0.28499988,200,942.20194
-0.31999984,200,942.455957
0.855,69,942.543695
-0.6999995,200,942.794414
0.985,14,942.813192
-0.4749997,200,943.066136
-0.20499994,200,943.444848
-0.49499968,200,943.764392
-0.5999996,200,944.061368
1.0,1,944.063336
-0.2699999,200,945.513883
-0.56499964,200,945.778521
-0.7249995,200,946.166396
-0.6349996,200,946.441171
-0.8299994,200,946.705891
-0.10000001,200,946.977476
-0.8999993,200,947.253542
0.97,19,947.279991
-0.48999968,200,947.700782
-0.4699997,200,948.093307
1.0,9,948.109352
-0.14,200,948.442205
-0.2499999,200,950.134835
-0.2749999,200,950.479285
0.85,158,950.829735
-0.3649998,200,951.205472
-0.49999967,200,951.500629
-0.39999977,200,951.872887
0.995,5,951.884498
0.945,29,951.946598
0.4850003,136,952.299365
-0.2549999,200,952.699813
-0.3749998,200,953.122624
-0.7949994,200,953.468702
-0.17999996,200,954.924854
-0.5099997,200,955.187341
-0.2599999,200,955.442926
-0.3749998,200,955.830206
-0.5199997,200,956.086876
-0.74999946,200,956.367322
-0.67999953,200,956.643491
-0.32499984,200,956.932161
-0.49499968,200,957.325797
-0.2399999,200,957.59521
-0.48999968,200,957.855655
-0.17499997,200,959.653449
-0.5299997,200,959.962904
-0.22999991,200,960.38149
0.99,26,960.41772
0.975,17,960.440958
-0.65499955,200,960.702305
0.905,49,960.765187
-0.3749998,200,961.027103
-0.45499972,200,961.308645
-0.54499966,200,961.601996
-0.8399994,200,962.034222
-0.29499987,200,962.344848
-0.38999978,200,963.862411
-0.2449999,200,964.167296
-0.29499987,200,964.499087
-0.29499987,200,964.927961
0.99,6,964.93678
